movie_id,movie_title,imdb_url,decade,genres,avg_rating,poster,cast,director,description,keyword
40,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)","http://us.imdb.com/M/title-exact?To%20Wong%20Foo,%20Thanks%20for%20Everything!%20Julie%20Newmar%20(1995)",90s, comedy,2.8947368421052637,https://m.media-amazon.com/images/M/MV5BYjZmOTU3MjYtY2NhNi00ZmMxLWE5ZDgtNGVlYjVmOWMxYzI4XkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,Wesley Snipes Noxeema-Patrick Swayze Vida-John Leguizamo Chi-Chi-Stockard Channing Carol Ann-Blythe Danner Beatrice-Arliss Howard Virgil-Jason London Bobby Ray-Chris Penn Sheriff Dollard-Melinda Dillon Merna,Beeban Kidron,Three drag queens travel cross-country until their car breaks down,on the road new york city domestic violence title directed by female
41,Billy Madison (1995),http://us.imdb.com/M/title-exact?Billy%20Madison%20(1995),90s, comedy,3.081081081081081,https://m.media-amazon.com/images/M/MV5BMzcyMjZmNjctNGNhMS00ZmQxLWFkNzQtYTIxYjVkYmU1NmNmXkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,Adam Sandler Billy Madison-Darren McGavin Brian Madison-Bridgette Wilson-Sampras Veronica Vaughn (as Bridgette Wilson)-Bradley Whitford Eric Gordon-Josh Mostel Principal Max Anderson-Norm MacDonald Frank-Mark Beltzman Jack-Larry Hankin Carl Alphonse-Theresa Merritt Juanita,Tamra Davis,In order to inherit his fed up father's hotel empire,teacher student relationship banana peel high school graduation academic decathlon
42,Clerks (1994),http://us.imdb.com/M/title-exact?Clerks%20(1994),90s, comedy,3.8040540540540535,https://m.media-amazon.com/images/M/MV5BNzE1Njk0NmItNDhlMC00ZmFlLWI4ZTUtYTY4ZjgzNjkyMTU1XkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,Brian O'Halloran Dante Hicks-Jeff Anderson Randal Graves-Marilyn Ghigliotti Veronica-Lisa Spoonauer Caitlin Bree-Jason Mewes Jay-Kevin Smith Silent Bob-Scott Mosier Willam the Idiot Manchild /Angry Hockey-Playing Customer /Angry Mourner-Scott Schiaffo Chewlies Rep-Al Berkowitz Old Man,Kevin Smith,A day in the lives of two convenience clerks named Dante and Randal as they annoy customers,low budget film friend convenience store stupidity
43,Disclosure (1994),http://us.imdb.com/M/title-exact?Disclosure%20(1994),90s, drama thriller,3.0,https://m.media-amazon.com/images/M/MV5BYzhkNjE2YTQtYWQzNS00ZTkwLTg4YzAtNjNlYTRlMGEzYjcxL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,Michael Douglas Tom Sanders-Demi Moore Meredith Johnson-Donald Sutherland Bob Garvin-Caroline Goodall Susan Hendler-Roma Maffia Catherine Alvarez-Dylan Baker Philip Blackburn-Rosemary Forsyth Stephanie Kaplan-Dennis Miller Mark Lewyn-Suzie Plakson Mary Anne Hunter,Barry Levinson,A computer specialist is sued for sexual harassment by a former lover turned boss who initiated the act forcefully,sexual harassment seduction fellatio sexual predator
44,Dolores Claiborne (1994),http://us.imdb.com/M/title-exact?Dolores%20Claiborne%20(1994),90s, drama thriller,3.3417721518987342,https://m.media-amazon.com/images/M/MV5BNzhkNjFlNDQtMDYxNy00NGU5LWE4YmItOWIyYzg5MTNmNzcxXkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,Kathy Bates Dolores Claiborne-Jennifer Jason Leigh Selena St. George-Judy Parfitt Vera Donovan-Christopher Plummer Detective John Mackey-David Strathairn Joe St. George-Eric Bogosian Peter-John C. Reilly Constable Frank Stamshaw-Ellen Muth Young Selena-Bob Gunton Mr. Pease,Taylor Hackford,A big-city reporter travels to the small town where her mother has been arrested for the murder of an elderly woman that she works for as a maid.,watching tv woman wears eyeglasses character name as title abuse
45,Eat Drink Man Woman (1994),http://us.imdb.com/M/title-exact?Yinshi%20Nan%20Nu%20(1994),90s, comedy drama,4.05,https://m.media-amazon.com/images/M/MV5BMGEyNDI0OGQtMjY3Yi00NGU5LWFiNTQtNWMyZmJmNDAzMDMwXkEyXkFqcGdeQXVyMTMxMTY0OTQ@..jpg,Sihung Lung Chu-Yu-Wen Wang Jia-Ning-Chien-Lien Wu Jia-Chien-Kuei-Mei Yang Jia-Jen-Sylvia Chang Jin-Rong-Winston Chao Li Kai-Chao-jung Chen Guo Lun-Chit-Man Chan Raymond-Yu Chen Rachel,Ang Lee,A senior chef lives with his three grown daughters; the middle one finds her future plans affected by unexpected events and the life changes of the other household members.,chinese food cooking food family relationships
46,Exotica (1994),http://us.imdb.com/M/title-exact?Exotica%20(1994),90s, drama,3.555555555555556,https://m.media-amazon.com/images/M/MV5BMGIxN2NiMDYtYjQ0YS00M2ViLTkzYTUtNDdhYWZmOTM0ZmJkXkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,Bruce Greenwood Francis /Tax auditor-Mia Kirshner Christina /Stripper-Don McKellar Thomas /Petshop owner-Elias Koteas Eric /Club's DJ-Arsinée Khanjian Zoe /Club owner-Victor Garber Harold /Francis' brother-Sarah Polley Tracey /Harold's daughter-David Hemblen Customs Inspector-Calvin Green Customs Officer,Atom Egoyan,A man plagued by neuroses frequents the club Exotica in an attempt to find solace,public nudity protective male haunted by the past grief
47,Ed Wood (1994),http://us.imdb.com/M/title-exact?Ed%20Wood%20(1994),90s, comedy drama,3.601503759398496,https://m.media-amazon.com/images/M/MV5BNTA5ZjdjNWUtZGUwNy00N2RhLWJiZmItYzFhYjU1NmYxNjY4XkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,Johnny Depp Ed Wood-Martin Landau Bela Lugosi-Sarah Jessica Parker Dolores Fuller-Patricia Arquette Kathy O'Hara-Jeffrey Jones Criswell-G.D. Spradlin Reverend Lemon-Vincent D'Onofrio Orson Welles-Bill Murray Bunny Breckinridge-Mike Starr Georgie Weiss,Tim Burton,Ambitious but troubled movie director Edward D. Wood Jr. tries his best to fulfill his dreams,film director misfit friend hollywood
48,Hoop Dreams (1994),http://us.imdb.com/M/title-exact?Hoop%20Dreams%20(1994),90s, documentary,4.094017094017094,https://m.media-amazon.com/images/M/MV5BMWMxNDAxN2QtMjQxYS00NzI4LWJlMTctOGJkNTdkNmMyYmJiXkEyXkFqcGdeQXVyNTI4MjkwNjA@..jpg,William Gates Self-Arthur Agee Self-Emma Gates Self - William's Mother-Curtis Gates Self - William's Brother-Sheila Agee Self - Arthur's Mother-Arthur 'Bo' Agee Self - Arthur's Father-Earl Smith Self - Talent Scout-Gene Pingatore Self - High School Basketball Coach-Isiah Thomas Self - Professional Basketball Player,Steve James,A film following the lives of two inner-city Chicago boys who struggle to become college basketball players on the road to going professional.,athlete national film registry high school college
49,I.Q. (1994),http://us.imdb.com/M/title-exact?I.Q.%20(1994),90s, comedy romance,3.320987654320988,https://m.media-amazon.com/images/M/MV5BN2VkMzZlMTctZjVlOS00NmQ1LTg1ZDItMDc5NzhlNDRhMjRiXkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,Tim Robbins Ed Walters-Meg Ryan Catherine Boyd-Walter Matthau Albert Einstein-Lou Jacobi Kurt Gödel-Gene Saks Boris Podolsky-Joseph Maher Nathan Liebknecht-Stephen Fry James Moreland-Tony Shalhoub Bob Rosetti-Frank Whaley Frank,Fred Schepisi,A mechanic romances the mathematician niece of physicist Albert Einstein,mechanic laboratory animal man wears eyeglasses initialism in title
50,Star Wars (1977),http://us.imdb.com/M/title-exact?Star%20Wars%20(1977),70s, action adventure romance sci-fi war,4.358490566037736,https://i.imgur.com/9uJtEW6.jpg,No Cast Found,Director not found.,No Plot Found.,No keyword found..
51,Legends of the Fall (1994),http://us.imdb.com/M/title-exact?Legends%20of%20the%20Fall%20(1994),90s, drama romance war western,3.45679012345679,https://m.media-amazon.com/images/M/MV5BMTYwMjYxNTAyN15BMl5BanBnXkFtZTgwMTc3MjkyMTE@..jpg,Brad Pitt Tristan-Anthony Hopkins Ludlow-Aidan Quinn Alfred-Julia Ormond Susannah-Henry Thomas Samuel-Karina Lombard Isabel Two-Tantoo Cardinal Pet-Gordon Tootoosis One Stab-Paul Desmond Decker,Edward Zwick,In the early 1900s,no opening credits violence sex scene sexual positions
52,"Madness of King George, The (1994)","http://us.imdb.com/M/title-exact?Madness%20of%20King%20George,%20The%20(1994)",90s, drama,3.7692307692307687,https://m.media-amazon.com/images/M/MV5BMTNiNzk1YjMtODViOC00MjUyLWI3MmMtZjhkMjlkYTM0NjU2XkEyXkFqcGdeQXVyMTMxMTY0OTQ@..jpg,Rupert Graves Greville-Helen Mirren Queen Charlotte-Amanda Donohoe Lady Pembroke-Charlotte Curley Amelia-Peter Bride-Kirk Royal Children-Eve Camden Royal Child-Thomas Copeland Royal Child-Joanna Hall Royal Child-Cassandra Halliburton Royal Child,Nicholas Hytner,When King George III goes mad,king of england restraint self destructiveness politics
53,Natural Born Killers (1994),http://us.imdb.com/M/title-exact?Natural%20Born%20Killers%20(1994),90s, action thriller,2.953125,https://m.media-amazon.com/images/M/MV5BMTI2NTU2Nzc0MV5BMl5BanBnXkFtZTcwMzY1OTM2MQ@@..jpg,"Woody Harrelson Mickey Knox-Juliette Lewis Mallory Knox-Tom Sizemore Det. Jack Scagnetti-Rodney Dangerfield Ed Wilson, Mallory's Dad-Everett Quinton Deputy Warden Wurlitzer-Jared Harris London Boy-Pruitt Taylor Vince Deputy Warden Kavanaugh-Edie McClurg Mallory's Mom-Russell Means Old Indian",Oliver Stone,Two victims of traumatized childhoods become lovers and psychopathic serial murderers irresponsibly glorified by the mass media.,satire controversy mass media irony
54,Outbreak (1995),http://us.imdb.com/M/title-exact?Outbreak%20(1995),90s, action drama thriller,3.2403846153846154,https://m.media-amazon.com/images/M/MV5BZTg1Mzk1NjAtNGFlOS00NzdlLWI0NTgtYzlmNTUzZGQ0NjYzXkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,Dustin Hoffman Sam Daniels-Rene Russo Robby Keough-Morgan Freeman General Billy Ford-Kevin Spacey Casey Schuler-Cuba Gooding Jr. Major Salt-Donald Sutherland General Donald McClintock-Patrick Dempsey Jimbo Scott-Zakes Mokae Dr. Benjamin Iwabi-Malick Bowens Dr. Raswani,Wolfgang Petersen,Army doctors struggle to find a cure for a deadly virus spreading throughout a California town that was brought to America by an African monkey.,epidemic monkey disease quarantine
55,"Professional, The (1994)",http://us.imdb.com/Title?L%E9on+(1994),90s, crime drama romance thriller,3.704697986577181,https://m.media-amazon.com/images/M/MV5BMTY0NzkwMTk0OF5BMl5BanBnXkFtZTcwMjYxMTI1MQ@@..jpg,"Jonathan Katz  Dr. Katz81 episodes, 1995-2002--H. Jon Benjamin  Ben Katz / 81 episodes, 1995-2002--Laura Silverman  Laura the Receptionist81 episodes, 1995-2002--Will Le Bow  Stanley / 73 episodes, 1995-2002--Julianne Bond  Julie the Bartender / 73 episodes, 1995-2002",Jonathan Katz,A divorced father,four word series title 20th century 21st century 1990s
56,Pulp Fiction (1994),http://us.imdb.com/M/title-exact?Pulp%20Fiction%20(1994),90s, crime drama,4.060913705583757,https://m.media-amazon.com/images/M/MV5BNGNhMDIzZTUtNTBlZi00MTRlLWFjM2ItYzViMjE3YzI5MjljXkEyXkFqcGdeQXVyNzkwMjQ5NzM@..jpg,Tim Roth Pumpkin-Amanda Plummer Honey Bunny-Laura Lovelace Waitress-John Travolta Vincent Vega-Samuel L. Jackson Jules Winnfield-Phil LaMarr Marvin-Frank Whaley Brett-Burr Steers Roger-Bruce Willis Butch Coolidge,Quentin Tarantino,The lives of two mob hitmen,overdose drug overdose bondage drug use
57,Priest (1994),http://us.imdb.com/M/title-exact?Priest%20(1994),90s, drama,4.0,https://m.media-amazon.com/images/M/MV5BYzAyYzQ0ODQtNzNhMi00NWVkLTk1YTItODE4Y2U4YmE0NDgzXkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,Linus Roache Father Greg Pilkington-Tom Wilkinson Father Matthew Thomas-Robert Carlyle Graham-Cathy Tyson Maria Kerrigan-Lesley Sharp Mrs. Unsworth-Robert Pugh Mr. Unsworth-James Ellis Father Ellerton-Christine Tremarco Lisa Unsworth-Paul Barber Charlie,Antonia Bird,A homosexual Catholic priest finds out during confessional that a young girl is being sexually abused by her father,catholic priest homosexual sexual repression liverpool england
58,Quiz Show (1994),http://us.imdb.com/M/title-exact?Quiz%20Show%20(1994),90s, drama,3.645714285714286,https://m.media-amazon.com/images/M/MV5BNTYxNjdjMzUtYzAyNC00NWJhLWFlM2EtNWM4NDBhZmQ1YjJiXkEyXkFqcGdeQXVyNDk3NzU2MTQ@..jpg,John Turturro Herbie Stempel-Rob Morrow Dick Goodwin-Ralph Fiennes Charles Van Doren-Paul Scofield Mark Van Doren-David Paymer Dan Enright-Hank Azaria Albert Freedman-Christopher McDonald Jack Barry-Johann Carlo Toby Stempel-Elizabeth Wilson Dorothy Van Doren,Robert Redford,A young lawyer,investigation fraud television 1950s
59,Three Colors: Red (1994),http://us.imdb.com/M/title-exact?Trzy%20kolory:%20Czerwony%20(1994),90s, drama,4.0602409638554215,https://m.media-amazon.com/images/M/MV5BYTg1MmNiMjItMmY4Yy00ZDQ3LThjMzYtZGQ0ZTQzNTdkMGQ1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,Irène Jacob Valentine-Jean-Louis Trintignant Le juge-Frédérique Feder Karin (as Frederique Feder)-Jean-Pierre Lorit Auguste-Samuel Le Bihan Le photographe (Photographer) (as Samuel Lebihan)-Marion Stalens Le vétérinaire-Teco Celio Le barman-Bernard Escalon Le disquaire-Jean Schlegel Le voisin,Krzysztof Kieslowski,A model discovers a retired judge is keen on invading people's privacy.,ex judge eavesdropping judge model
60,Three Colors: Blue (1993),http://us.imdb.com/M/title-exact?Trzy%20kolory:%20Niebieski%20(1993),90s, drama,4.015625,https://m.media-amazon.com/images/M/MV5BZGJhNDdmMWMtNzZiYy00MmFiLThjNmUtYTE1ZjRkNjdjYmQ5XkEyXkFqcGdeQXVyMTMxODk2OTU@..jpg,Juliette Binoche Julie-Benoît Régent Olivier (as Benoit Regent)-Florence Pernel Sandrine-Charlotte Véry Lucille (as Charlotte Very)-Hélène Vincent La journaliste (as Helene Vincent)-Philippe Volter L'agent immobilier-Claude Duneton Le médecin-Hugues Quester Patrice (Mari de Julie)-Emmanuelle Riva La mère,Krzysztof Kieslowski,A woman struggles to find a way to live her life after the death of her husband and child.,loss of child liberty first part of trilogy telling a joke
61,Three Colors: White (1994),http://us.imdb.com/M/title-exact?Trzy%20kolory:%20Bialy%20(1994),90s, drama,3.864406779661017,https://m.media-amazon.com/images/M/MV5BNTliYTI1YTctMTE0Mi00NDM0LThjZDgtYmY3NGNiODBjZjAwXkEyXkFqcGdeQXVyMTAwMzUyOTc@..jpg,Zbigniew Zamachowski Karol Karol-Julie Delpy Dominique-Janusz Gajos Mikolaj-Jerzy Stuhr Jurek-Aleksander Bardini Le notaire-Grzegorz Warchol L'elégant-Cezary Harasimowicz L'inspecteur-Jerzy Nowak La vieux payson-Jerzy Trela Monsieur Bronek,Krzysztof Kieslowski,After his wife divorces him,obsession divorce wealth humiliation
62,Stargate (1994),http://us.imdb.com/M/title-exact?Stargate%20(1994),90s, action adventure sci-fi,3.141732283464567,https://m.media-amazon.com/images/M/MV5BYWEyYTQzNzQtZTg5OS00NDhkLTg1NjYtMzA5Y2MyYjYzNWQ5L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@..jpg,Kurt Russell Colonel Jonathan 'Jack' O'Neil-James Spader Dr. Daniel Jackson-Jaye Davidson Ra-Viveca Lindfors Catherine Langford-Alexis Cruz Skaara-Mili Avital Sha'uri-Leon Rippy General W.O. West-John Diehl Lieutenant Kawalsky-Carlos Lauchu Anubis,Roland Emmerich,An interstellar teleportation device,hieroglyph archeology stargate military
63,"Santa Clause, The (1994)","http://us.imdb.com/M/title-exact?Santa%20Clause,%20The%20(1994)",90s, childrens comedy,3.097560975609756,https://i.imgur.com/9uJtEW6.jpg,Jeanne Young Wife,Jeanne Young,No Plot Found.,Drama
64,"Shawshank Redemption, The (1994)","http://us.imdb.com/M/title-exact?Shawshank%20Redemption,%20The%20(1994)",90s, drama,4.445229681978798,https://m.media-amazon.com/images/M/MV5BMDFkYTc0MGEtZmNhMC00ZDIzLWFmNTEtODM1ZmRlYWMwMWFmXkEyXkFqcGdeQXVyMTMxODk2OTU@..jpg,Tim Robbins Andy Dufresne-Morgan Freeman Ellis Boyd 'Red' Redding-Bob Gunton Warden Norton-William Sadler Heywood-Clancy Brown Captain Hadley-Gil Bellows Tommy-Mark Rolston Bogs Diamond-James Whitmore Brooks Hatlen-Jeffrey DeMunn 1946 D.A.,Frank Darabont,Two imprisoned men bond over a number of years,based on the works of stephen king prison escape from prison voice over narration
65,What's Eating Gilbert Grape (1993),http://us.imdb.com/M/title-exact?What's%20Eating%20Gilbert%20Grape%20(1993),90s, comedy drama,3.5391304347826087,https://m.media-amazon.com/images/M/MV5BY2EyZDlhNjItODYzNi00Mzc3LWJjOWUtMTViODU5MTExZWMyL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,Johnny Depp Gilbert Grape-Leonardo DiCaprio Arnie Grape-Juliette Lewis Becky-Mary Steenburgen Betty Carver-Darlene Cates Momma-Laura Harrington Amy Grape-Mary Kate Schellhardt Ellen Grape-Kevin Tighe Mr. Carver-John C. Reilly Tucker Van Dyke,Lasse Hallström,A young man in a small Midwestern town struggles to care for his mentally-disabled younger brother and morbidly obese mother while attempting to pursue his own happiness.,small town countryside rural setting responsibility
66,While You Were Sleeping (1995),http://us.imdb.com/M/title-exact?While%20You%20Were%20Sleeping%20(1995),90s, comedy romance,3.5493827160493834,https://m.media-amazon.com/images/M/MV5BMGI5OGRiNTgtYzdkNS00N2E1LTgxMmQtYTQyNjk4YmEyM2IzXkEyXkFqcGdeQXVyNDQ0MTYzMDA@..jpg,Sandra Bullock Lucy-Bill Pullman Jack-Peter Gallagher Peter-Peter Boyle Ox-Jack Warden Saul-Glynis Johns Elsie-Micole Mercurio Midge-Jason Bernard Jerry-Michael Rispoli Joe Jr.,Jon Turteltaub,A hopelessly romantic Chicago Transit Authority token collector is mistaken for the fiancée of a coma patient.,unconventional romance holiday season single woman secret admirer
67,Ace Ventura: Pet Detective (1994),http://us.imdb.com/M/title-exact?Ace%20Ventura:%20Pet%20Detective%20(1994),90s, comedy,3.0485436893203883,https://m.media-amazon.com/images/M/MV5BYmVhNmFmOGYtZjgwNi00ZGQ0LThiMmQtOGZjMDUzNzJhMGIzXkEyXkFqcGdeQXVyMTMxODk2OTU@..jpg,Jim Carrey Ace Ventura-Courteney Cox Melissa Robinson-Sean Young Lt. Lois Einhorn-Tone Loc Emilio (as Tone Lõc)-Dan Marino Dan Marino-Noble Willingham Riddle-Troy Evans Roger Podacter-Raynor Scheine Woodstock-Udo Kier Ron Camp,Tom Shadyac,A goofy detective specializing in animals goes in search of the missing mascot of the Miami Dolphins.,nudity owner dog relationship master dog relationship 1990s
68,"Crow, The (1994)","http://us.imdb.com/M/title-exact?Crow,%20The%20(1994)",90s, action romance thriller,3.417910447761194,https://i.imgur.com/9uJtEW6.jpg,No Cast Found,Director not found.,No Plot Found.,No keyword found..
69,Forrest Gump (1994),http://us.imdb.com/M/title-exact?Forrest%20Gump%20(1994),90s, comedy romance war,3.853582554517134,https://m.media-amazon.com/images/M/MV5BNWIwODRlZTUtY2U3ZS00Yzg1LWJhNzYtMmZiYmEyNmU1NjMzXkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,Tom Hanks Forrest Gump-Rebecca Williams Nurse at Park Bench-Sally Field Mrs. Gump-Michael Conner Humphreys Young Forrest-Harold G. Herthum Doctor (as Harold Herthum)-George Kelly Barber-Bob Penny Crony-John Randall Crony-Sam Anderson Principal,Robert Zemeckis,The presidencies of Kennedy and Johnson,amputee war hero based on book based on novel
70,Four Weddings and a Funeral (1994),http://us.imdb.com/M/title-exact?Four%20Weddings%20and%20a%20Funeral%20(1994),90s, comedy romance,3.661354581673306,https://m.media-amazon.com/images/M/MV5BMTMyNzg2NzgxNV5BMl5BanBnXkFtZTcwMTcxNzczNA@@..jpg,Hugh Grant Charles - Wedding One-James Fleet Tom - Wedding One-Simon Callow Gareth - Wedding One-John Hannah Matthew - Wedding One-Kristin Scott Thomas Fiona - Wedding One-David Bower David - Wedding One-Charlotte Coleman Scarlett - Wedding One-Andie MacDowell Carrie - Wedding One (as Andie Macdowell)-Timothy Walker Angus the Groom - Wedding One,Mike Newell,Over the course of five social occasions,funeral gay cafe hotel
71,"Lion King, The (1994)","http://us.imdb.com/M/title-exact?Lion%20King,%20The%20(1994)",90s, animation childrens musical,3.7818181818181817,https://m.media-amazon.com/images/M/MV5BMTczMjM3OTItZWVmOS00ZTYyLWI3YWItOTQ1YzJkNjM4ZWI5XkEyXkFqcGdeQXVyNDYzNzM5NQ@@..jpg,Eddie McCabe Liam - Host-Mike Wendt Mike - Host,Eddie McCabe,This is a FIRST for That Movie Show - with the release of the 2019 remake,Talk-Show
72,"Mask, The (1994)","http://us.imdb.com/M/title-exact?Mask,%20The%20(1994)",90s, comedy crime fantasy,3.1937984496124034,https://m.media-amazon.com/images/M/MV5BNGNhMDIzZTUtNTBlZi00MTRlLWFjM2ItYzViMjE3YzI5MjljXkEyXkFqcGdeQXVyNzkwMjQ5NzM@..jpg,Tim Roth Pumpkin-Amanda Plummer Honey Bunny-Laura Lovelace Waitress-John Travolta Vincent Vega-Samuel L. Jackson Jules Winnfield-Phil LaMarr Marvin-Frank Whaley Brett-Burr Steers Roger-Bruce Willis Butch Coolidge,Quentin Tarantino,The lives of two mob hitmen,overdose drug overdose bondage drug use
73,Maverick (1994),http://us.imdb.com/M/title-exact?Maverick%20(1994),90s, action comedy western,3.46875,https://m.media-amazon.com/images/M/MV5BY2I1OTY2NmUtMGVlZi00NjNmLThkNTgtMjExMzRhOTM2MDJiXkEyXkFqcGdeQXVyNDk3NzU2MTQ@..jpg,"Mel Gibson Bret Maverick-Jodie Foster Annabelle Bransford-James Garner Marshal Zane Cooper-Graham Greene Joseph-Alfred Molina Angel-James Coburn Commodore Duvall-Dub Taylor Room Clerk-Geoffrey Lewis Matthew Wicker /Eugene, Banker-Paul L. Smith The Archduke",Richard Donner,Bret Maverick,character name as title playing card bow the weapon arrow
